message,intent
Gampaha hospital is requesting urgent medicine for 18 patients.,Medical
Rescue needed: Pregnant woman in labor at Gampaha. Cannot reach hospital.,Medical
We need blankets and clothes for the children at the Kegalle school.,Supply
Just saw on news that Gampaha town is flooded. Hope everyone is safe.,Other
I lost my ID card in the flood in Ratnapura. What should I do?,Other
Warning: Dengue risk is high in Kelaniya due to stagnant water.,Medical
My neighbor has a high fever and we are cut off by floods in Kandy.,Medical
URGENT: Landslide in Colombo. 19 houses buried. Need rescue team immediately.,Rescue
BREAKING: Water levels in Mahaweli River (Nuwara Eliya) have reached 6.4 meters. Warning!,Utility
SOS: 3 people stranded on a rock in Kalu Ganga. Water rising rapidly.,Rescue
We are trapped in the attic in Ratnapura. 11 kids. Water is entering.,Rescue
SOS: 14 people stranded on a rock in Kelani River. Water rising rapidly.,Rescue
Electricity restored in some parts of Wellampitiya. Infrastructure stable.,Utility
Just saw on news that Kelaniya town is flooded. Hope everyone is safe.,Other
Requesting 500 liters of drinking water for the shelter in Nuwara Eliya.,Supply
SOS: 9 people trapped on a roof in Nuwara Eliya. Water rising fast.,Rescue
Is the highway open? I need to get to the airport from Colombo.,Utility
Help! My grandfather is bedridden and the water is knee deep. Location: Badulla.,Medical
We need blankets and clothes for the children at the Kelaniya school.,Supply
Emergency: Tree fell on a house in Nuwara Eliya. 8 injured.,Medical
I lost my ID card in the flood in Kelaniya. What should I do?,Other
My uncle has a high fever and we are cut off by floods in Wattala.,Medical
Helicopter rescue needed for a group of hikers in Kelaniya.,Rescue
Gampaha hospital is requesting urgent medicine for 20 patients.,Medical
Emergency: Badulla area flooded. People stranded on top of a van.,Rescue
River overflow in Kandy. Level 6.7m. Critical warning issued.,Utility
Need ambulance to Ratnapura for an elderly person with chest pain.,Medical
Does anyone have extra dry rations for the camp in Kelaniya?,Supply
Please pray for Sri Lanka. Stay safe everyone.,Other
Electricity restored in some parts of Badulla. Infrastructure stable.,Utility
Emergency: Tree fell on a house in Kelaniya. 18 injured.,Medical
Donation needed: 3 packets of rice and curry for lunch in Gampaha.,Supply
The government has allocated relief funds for the Kandy district.,Other
We need blankets and clothes for the children at the Matara school.,Supply
Boat capsized in Kolonnawa. 16 people in the water. Need help!,Rescue
My dog is missing in Kelaniya. Has anyone seen him?,Other
Warning: Dengue risk is high in Kandy due to stagnant water.,Medical
We are trapped in the attic in Badulla. 4 kids. Water is entering.,Rescue
Gampaha hospital is requesting drinking water and food for patients.,Supply
BREAKING: Water levels in Mahaweli River (Ja-Ela) have reached 11.0 meters. Warning!,Utility
BREAKING: Water levels in Kalu Ganga (Colombo) have reached 7.6 meters. Warning!,Utility
My grandfather has a high fever and we are cut off by floods in Kegalle.,Medical
SOS: 8 people trapped on a roof in Badulla. Water rising fast.,Rescue
Rescue needed: Pregnant woman in labor at Badulla. Cannot reach hospital.,Medical
Please pray for Sri Lanka. Stay safe everyone.,Other
We need blankets and clothes for the children at the Colombo school.,Supply
We need blankets and clothes for the children at the Ratnapura school.,Supply
Gampaha hospital is requesting urgent medicine for 5 patients.,Medical
Requesting 500 liters of drinking water for the shelter in Ja-Ela.,Supply
Just arrived at the shelter in Kegalle. It's crowded but safe.,Other
We need blankets and clothes for the children at the Kegalle school.,Supply
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
Requesting 500 liters of drinking water for the shelter in Ja-Ela.,Supply
Help! My grandfather is bedridden and the water is knee deep. Location: Wattala.,Medical
Electricity restored in some parts of Kolonnawa. Infrastructure stable.,Utility
Does anyone have extra dry rations for the camp in Ratnapura?,Supply
We need blankets and clothes for the children at the Matara school.,Supply
My dog is missing in Kelaniya. Has anyone seen him?,Other
Road block at the entrance to the highway in Matara. Avoid the area.,Utility
Donation drive happening at the town hall in Ja-Ela tomorrow.,Other
My dog is missing in Colombo. Has anyone seen him?,Other
I lost my ID card in the flood in Kandy. What should I do?,Other
BREAKING: Water levels in Mahaweli River (Kelaniya) have reached 4.6 meters. Warning!,Utility
Donation needed: 7 packets of rice and curry for lunch in Gampaha.,Supply
The government has allocated relief funds for the Nuwara Eliya district.,Other
URGENT: Landslide in Kelaniya. 10 houses buried. Need rescue team immediately.,Rescue
My brother is stuck in a tree in Kolonnawa (immediate danger).,Rescue
I lost my ID card in the flood in Gampaha. What should I do?,Other
Road block at the entrance to the highway in Kandy. Avoid the area.,Utility
Please pray for Sri Lanka. Stay safe everyone.,Other
Emergency: Kelaniya area flooded. People stranded on top of a van.,Rescue
I lost my ID card in the flood in Kelaniya. What should I do?,Other
Gampaha hospital is requesting urgent medicine for 14 patients.,Medical
SOS: 10 people trapped on a roof in Kelaniya. Water rising fast.,Rescue
Requesting 500 liters of drinking water for the shelter in Badulla.,Supply
Emergency: Tree fell on a house in Wattala. 17 injured.,Medical
The government has allocated relief funds for the Colombo district.,Other
Need ambulance to Wellampitiya for an elderly person with chest pain.,Medical
Please pray for Sri Lanka. Stay safe everyone.,Other
Please pray for Sri Lanka. Stay safe everyone.,Other
We need milk powder and diapers for 12 babies at the Ratnapura camp.,Supply
BREAKING: Water levels in Mahaweli River (Kelaniya) have reached 8.4 meters. Warning!,Utility
Electricity restored in some parts of Badulla. Infrastructure stable.,Utility
Gampaha hospital is requesting drinking water and food for patients.,Supply
Requesting 500 liters of drinking water for the shelter in Nuwara Eliya.,Supply
Warning: Dengue risk is high in Matara due to stagnant water.,Medical
Does anyone have extra dry rations for the camp in Kegalle?,Supply
Need ambulance to Kolonnawa for an elderly person with chest pain.,Medical
Requesting 500 liters of drinking water for the shelter in Kolonnawa.,Supply
URGENT: Landslide in Colombo. 7 houses buried. Need rescue team immediately.,Rescue
We need milk powder and diapers for 14 babies at the Kelaniya camp.,Supply
Help! My uncle is bedridden and the water is knee deep. Location: Wattala.,Medical
Road block at the entrance to the highway in Kegalle. Avoid the area.,Utility
Requesting 500 liters of drinking water for the shelter in Matara.,Supply
River overflow in Colombo. Level 8.2m. Critical warning issued.,Utility
Update: Low Level Road road cleared near Wattala. Traffic moving slowly.,Utility
Emergency: Tree fell on a house in Ratnapura. 4 injured.,Medical
River overflow in Ratnapura. Level 10.3m. Critical warning issued.,Utility
Need ambulance to Kandy for an elderly person with chest pain.,Medical
Just arrived at the shelter in Wellampitiya. It's crowded but safe.,Other
Electricity restored in some parts of Kegalle. Infrastructure stable.,Utility
URGENT: Landslide in Ratnapura. 20 houses buried. Need rescue team immediately.,Rescue
Please pray for Sri Lanka. Stay safe everyone.,Other
Help! My neighbor is bedridden and the water is knee deep. Location: Badulla.,Medical
Rescue needed: Pregnant woman in labor at Ja-Ela. Cannot reach hospital.,Medical
Just arrived at the shelter in Kelaniya. It's crowded but safe.,Other
Donation needed: 15 packets of rice and curry for lunch in Matara.,Supply
Boat capsized in Gampaha. 16 people in the water. Need help!,Rescue
Warning: Dengue risk is high in Ratnapura due to stagnant water.,Medical
We are trapped in the attic in Kelaniya. 18 kids. Water is entering.,Rescue
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
Update: Low Level Road road cleared near Kandy. Traffic moving slowly.,Utility
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
Help! My neighbor is bedridden and the water is knee deep. Location: Kelaniya.,Medical
Donation drive happening at the town hall in Ratnapura tomorrow.,Other
Gampaha hospital is requesting drinking water and food for patients.,Supply
Gampaha hospital is requesting urgent medicine for 14 patients.,Medical
Just arrived at the shelter in Kelaniya. It's crowded but safe.,Other
Gampaha hospital is requesting drinking water and food for patients.,Supply
Help! My grandfather is bedridden and the water is knee deep. Location: Kolonnawa.,Medical
Gampaha hospital is requesting drinking water and food for patients.,Supply
SOS: 20 people stranded on a rock in Kelani River. Water rising rapidly.,Rescue
My uncle has a high fever and we are cut off by floods in Kandy.,Medical
We need milk powder and diapers for 11 babies at the Ja-Ela camp.,Supply
SOS: 6 people stranded on a rock in Kalu Ganga. Water rising rapidly.,Rescue
River overflow in Colombo. Level 4.9m. Critical warning issued.,Utility
Helicopter rescue needed for a group of hikers in Kandy.,Rescue
Need ambulance to Ratnapura for an elderly person with chest pain.,Medical
Gampaha hospital is requesting drinking water and food for patients.,Supply
Helicopter rescue needed for a group of hikers in Badulla.,Rescue
BREAKING: Water levels in Mahaweli River (Matara) have reached 7.2 meters. Warning!,Utility
Gampaha hospital is requesting urgent medicine for 4 patients.,Medical
My dog is missing in Colombo. Has anyone seen him?,Other
Requesting 500 liters of drinking water for the shelter in Ratnapura.,Supply
My grandfather has a high fever and we are cut off by floods in Kandy.,Medical
Help! My grandmother is bedridden and the water is knee deep. Location: Ratnapura.,Medical
Update: Low Level Road road cleared near Colombo. Traffic moving slowly.,Utility
My uncle has a high fever and we are cut off by floods in Wattala.,Medical
SOS: 18 people stranded on a rock in Nilwala River. Water rising rapidly.,Rescue
My grandfather is stuck in a tree in Ja-Ela (immediate danger).,Rescue
Road block at the entrance to the highway in Gampaha. Avoid the area.,Utility
Donation needed: 12 packets of rice and curry for lunch in Nuwara Eliya.,Supply
The government has allocated relief funds for the Kolonnawa district.,Other
Just saw on news that Colombo town is flooded. Hope everyone is safe.,Other
I lost my ID card in the flood in Gampaha. What should I do?,Other
Requesting 500 liters of drinking water for the shelter in Badulla.,Supply
BREAKING: Water levels in Mahaweli River (Matara) have reached 8.0 meters. Warning!,Utility
SOS: 9 people trapped on a roof in Kegalle. Water rising fast.,Rescue
We need milk powder and diapers for 17 babies at the Ratnapura camp.,Supply
Just arrived at the shelter in Gampaha. It's crowded but safe.,Other
Donation needed: 7 packets of rice and curry for lunch in Kandy.,Supply
We need blankets and clothes for the children at the Ja-Ela school.,Supply
Rescue needed: Pregnant woman in labor at Ja-Ela. Cannot reach hospital.,Medical
I lost my ID card in the flood in Badulla. What should I do?,Other
Requesting 500 liters of drinking water for the shelter in Kelaniya.,Supply
My dog is missing in Ja-Ela. Has anyone seen him?,Other
Update: Galle Road road cleared near Kegalle. Traffic moving slowly.,Utility
Just arrived at the shelter in Kegalle. It's crowded but safe.,Other
Gampaha hospital is requesting drinking water and food for patients.,Supply
URGENT: Landslide in Kegalle. 5 houses buried. Need rescue team immediately.,Rescue
Emergency: Tree fell on a house in Matara. 20 injured.,Medical
Does anyone have extra dry rations for the camp in Kegalle?,Supply
Emergency: Tree fell on a house in Matara. 13 injured.,Medical
Warning: Dengue risk is high in Kegalle due to stagnant water.,Medical
Need ambulance to Gampaha for an elderly person with chest pain.,Medical
Boat capsized in Badulla. 17 people in the water. Need help!,Rescue
